Puertas,Kilómetros,Antigüedad,Cilindrada,Transmisión_Manual,vendedor_particular,squared_error,Marca,Modelo,combustible
5.0,830000.0,9.0,1.8,0.0,1.0,14588087.89673233,Honda,HR-V,Nafta
5.0,1790000.0,14.0,2.4,0.0,0.0,14587759.665836334,Honda,CR-V,Nafta
5.0,940000.0,10.0,1.8,0.0,1.0,14581159.439000238,Chevrolet,Tracker,Nafta
5.0,500000.0,4.0,1.8,0.0,1.0,14580991.008294314,Toyota,Corolla Cross,Otros
5.0,1250000.0,7.0,1.5,1.0,1.0,14580165.176285723,Ford,Ecosport,Nafta
5.0,210000.0,2.0,1.4,0.0,0.0,14574893.89629408,Volkswagen,Taos,Nafta
5.0,1100000.0,7.0,1.8,1.0,1.0,14572463.72799778,Jeep,Renegade,Nafta
5.0,350000.0,2.0,1.0,1.0,1.0,14572070.395412145,Volkswagen,Nivus,Nafta
5.0,1000.0,1.0,1.2,0.0,0.0,14541948.997900544,Chevrolet,Tracker,Nafta
5.0,1000.0,1.0,1.2,0.0,0.0,14541948.997900544,Chevrolet,Tracker,Nafta
5.0,220000.0,1.0,2.0,0.0,1.0,14536955.049544621,Ford,Bronco Sport,Nafta
5.0,570000.0,3.0,1.8,0.0,0.0,14529997.315720271,Honda,HR-V,Nafta
5.0,400000.0,3.0,1.5,1.0,0.0,14526683.976641424,Ford,Ecosport,Nafta
5.0,450000.0,7.0,1.6,1.0,0.0,14512217.366448062,Peugeot,2008,Nafta
5.0,450000.0,3.0,1.0,0.0,1.0,14510604.05000768,Volkswagen,T-Cross,Nafta
5.0,530000.0,7.0,1.6,1.0,0.0,14510445.082092285,Peugeot,2008,Nafta
5.0,10000.0,0.0,2.8,0.0,0.0,14504385.581067381,Toyota,Hilux SW4,Diésel
5.0,300000.0,5.0,2.0,0.0,0.0,14503720.140625,Audi,Q5,Nafta
5.0,0.0,0.0,1.3,0.0,0.0,14502646.507127164,Jeep,Compass,Nafta
5.0,0.0,0.0,1.3,0.0,0.0,14502646.507127164,Jeep,Compass,Nafta
5.0,0.0,0.0,1.3,0.0,0.0,14502646.507127164,Jeep,Compass,Nafta
5.0,5000.0,0.0,1.6,1.0,0.0,14498254.999994822,Volkswagen,T-Cross,Nafta
5.0,0.0,1.0,1.3,0.0,0.0,14497559.390645951,Jeep,Compass,Nafta
5.0,550000.0,8.0,1.8,0.0,0.0,14496416.71603775,Chevrolet,Tracker,Nafta
5.0,590000.0,6.0,1.8,0.0,1.0,14493143.447119499,Chevrolet,Tracker,Nafta
5.0,740000.0,8.0,1.6,1.0,1.0,14484595.675047887,Peugeot,2008,Nafta
5.0,0.0,0.0,2.8,0.0,0.0,14477882.910459742,Chevrolet,Trailblazer,Diésel
5.0,2900000.0,14.0,2.4,0.0,0.0,14472319.153273853,Honda,CR-V,Nafta
5.0,900000.0,7.0,1.6,0.0,0.0,14467428.483089114,Nissan,Kicks,Nafta
5.0,900000.0,7.0,1.6,0.0,0.0,14467428.483089114,Nissan,Kicks,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,14458192.14303293,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,14458192.14303293,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,14458192.14303293,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,14458192.14303293,Volkswagen,Taos,Nafta
5.0,0.0,1.0,1.4,0.0,0.0,14457449.497696709,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,14456225.449836334,Fiat,Pulse,Nafta
5.0,1980000.0,9.0,2.0,1.0,1.0,14454067.877793312,Renault,Duster,Nafta
5.0,720000.0,8.0,1.8,0.0,0.0,14453791.827899588,Chevrolet,Tracker,Nafta
5.0,290000.0,2.0,1.2,0.0,0.0,14452297.955191487,Chevrolet,Tracker,Nafta
5.0,380000.0,7.0,1.6,0.0,0.0,14446505.989878204,Nissan,Kicks,Nafta
5.0,380000.0,7.0,1.6,0.0,0.0,14446505.989878204,Nissan,Kicks,Nafta
5.0,780000.0,7.0,1.6,0.0,1.0,14445822.229471164,Peugeot,2008,Nafta
5.0,0.0,1.0,1.4,0.0,0.0,14435604.718993418,Volkswagen,Taos,Nafta
5.0,549000.0,6.0,1.8,0.0,0.0,14432831.35867691,Honda,HR-V,Nafta
5.0,2700000.0,16.0,2.5,1.0,1.0,14432015.166641235,BMW,X3,Nafta
5.0,0.0,0.0,1.8,0.0,0.0,14430684.686865997,Ford,Territory,Nafta
5.0,0.0,0.0,1.8,0.0,0.0,14430684.686865997,Ford,Territory,Nafta
5.0,0.0,0.0,1.8,0.0,0.0,14430684.686865997,Ford,Territory,Nafta
5.0,0.0,0.0,1.8,0.0,0.0,14430684.686865997,Ford,Territory,Nafta
5.0,0.0,0.0,1.8,0.0,0.0,14430684.686865997,Ford,Territory,Nafta
5.0,0.0,0.0,1.8,0.0,0.0,14430684.686865997,Ford,Territory,Nafta
5.0,0.0,0.0,1.8,0.0,0.0,14430684.686865997,Ford,Territory,Nafta
5.0,95000.0,4.0,1.6,1.0,0.0,14422219.76293273,Peugeot,2008,Nafta
5.0,1190000.0,12.0,2.0,0.0,0.0,14420457.397800446,Chery,Tiggo,Otros
5.0,0.0,0.0,2.0,0.0,0.0,14419638.724879246,Toyota,Corolla Cross,Nafta
5.0,1120000.0,7.0,1.6,1.0,0.0,14414168.593906403,Peugeot,2008,Nafta
5.0,200000.0,6.0,1.6,1.0,0.0,14407801.669144168,Citroën,C4 Cactus,Nafta
5.0,2300000.0,12.0,2.4,0.0,0.0,14402410.432266235,Jeep,Patriot,Nafta
5.0,0.0,3.0,1.3,0.0,0.0,14395547.544895172,Fiat,Pulse,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,14394101.994611911,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,14394101.994611911,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,14394101.994611911,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,14394101.994611911,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,14394101.994611911,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,14394101.994611911,Volkswagen,Taos,Nafta
5.0,0.0,1.0,1.4,0.0,0.0,14393360.997120887,Volkswagen,Taos,Nafta
5.0,0.0,1.0,1.4,0.0,0.0,14393354.595389796,Volkswagen,Taos,Nafta
5.0,1000000.0,6.0,1.6,1.0,1.0,14389989.170407174,Volkswagen,T-Cross,Nafta
5.0,3000000.0,14.0,2.2,0.0,1.0,14380056.479668617,Kia,Sorento,Diésel
5.0,1550000.0,21.0,1.6,1.0,1.0,14379682.906014714,Ford,Ecosport,Nafta
5.0,3470000.0,26.0,4.7,1.0,0.0,14379538.03255558,Jeep,Grand Cherokee,Nafta
4.0,1170000.0,6.0,2.0,1.0,1.0,14379528.093518287,Renault,Duster Oroch,Otros
5.0,160000.0,1.0,1.0,0.0,0.0,14374161.371673603,Fiat,Pulse,Nafta
5.0,0.0,1.0,1.4,0.0,0.0,14371494.342808409,Volkswagen,Taos,Nafta
5.0,520000.0,6.0,1.6,0.0,1.0,14369770.754886627,Volkswagen,T-Cross,Nafta
5.0,500000.0,3.0,1.5,0.0,0.0,14367623.731704712,Ford,Territory,Nafta
5.0,480000.0,9.0,2.0,1.0,0.0,14353013.42911148,Renault,Duster,Nafta
4.0,650000.0,5.0,1.6,0.0,1.0,14350024.192203522,Citroën,C4 Cactus,Nafta
5.0,0.0,1.0,2.0,0.0,0.0,14337391.49911993,Toyota,Corolla Cross,Nafta
5.0,0.0,2.0,1.3,0.0,0.0,14336617.252488649,Jeep,Compass,Nafta
5.0,1600000.0,8.0,2.0,1.0,0.0,14335073.843481159,Renault,Duster,Nafta
5.0,186580.0,2.0,1.8,0.0,0.0,14332938.247207642,Toyota,Corolla Cross,Otros
5.0,0.0,1.0,1.3,0.0,0.0,14331559.341563258,Jeep,Compass,Nafta
5.0,0.0,1.0,1.3,0.0,0.0,14331559.341563258,Jeep,Compass,Nafta
5.0,0.0,1.0,1.3,0.0,0.0,14331559.341563258,Jeep,Compass,Nafta
5.0,0.0,1.0,1.3,0.0,0.0,14331559.341563258,Jeep,Compass,Nafta
5.0,95900.0,4.0,1.6,1.0,0.0,14320515.608867453,Peugeot,2008,Nafta
5.0,900000.0,8.0,2.8,0.0,1.0,14315374.75050354,Toyota,Hilux SW4,Diésel
5.0,930000.0,7.0,1.4,0.0,0.0,14310463.679304417,Volkswagen,Tiguan,Nafta
5.0,930000.0,7.0,1.4,0.0,0.0,14310463.679304417,Volkswagen,Tiguan,Nafta
5.0,1220000.0,5.0,1.4,0.0,1.0,14310294.284274505,Volkswagen,Tiguan Allspace,Nafta
5.0,900000.0,5.0,1.6,1.0,0.0,14310242.743709574,Renault,Captur,Nafta
5.0,40000.0,4.0,1.5,0.0,1.0,14309374.879455566,Ford,Territory,Nafta
5.0,430000.0,8.0,1.6,1.0,1.0,14305016.156101227,Peugeot,2008,Nafta
5.0,690000.0,3.0,1.0,1.0,1.0,14299806.2045445,Volkswagen,Nivus,Nafta
5.0,730000.0,7.0,1.5,1.0,0.0,14287646.963047028,Ford,Ecosport,Nafta
5.0,1050000.0,10.0,2.0,1.0,0.0,14284073.999362946,Renault,Duster,Otros
5.0,0.0,0.0,1.3,0.0,0.0,14280866.13276943,Fiat,Pulse,Nafta
5.0,400000.0,4.0,1.5,0.0,1.0,14267396.953667024,Chevrolet,Equinox,Nafta
5.0,0.0,0.0,1.3,0.0,0.0,14262705.043914342,Jeep,Compass,Nafta
5.0,2280000.0,12.0,1.6,1.0,1.0,14261406.345897365,Renault,Duster,Nafta
5.0,0.0,0.0,1.8,0.0,0.0,14248295.212417603,Toyota,Corolla Cross,Otros
5.0,1480000.0,11.0,2.0,1.0,1.0,14246850.25,Audi,Q3,Nafta
5.0,1345000.0,6.0,1.8,0.0,1.0,14241763.975528717,Honda,HR-V,Nafta
5.0,500000.0,8.0,1.2,0.0,1.0,14240732.088626862,Citroën,C4 Cactus,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,14228161.460726378,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,14228161.460726378,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,14228161.460726378,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,14228161.460726378,Volkswagen,T-Cross,Nafta
5.0,3450000.0,27.0,2.0,1.0,0.0,14227214.139320612,Honda,CR-V,Nafta
5.0,970000.0,7.0,2.8,0.0,1.0,14220738.116918644,Toyota,Hilux SW4,Diésel
5.0,10000.0,1.0,1.2,0.0,0.0,14220514.087210007,Chevrolet,Tracker,Nafta
5.0,10000.0,1.0,1.2,0.0,0.0,14219241.480247501,Chevrolet,Tracker,Nafta
5.0,1000000.0,11.0,2.0,1.0,1.0,14218502.317609107,Ford,Ecosport,Nafta
5.0,0.0,0.0,1.3,0.0,0.0,14217170.659344029,Fiat,Pulse,Nafta
5.0,0.0,1.0,1.3,0.0,0.0,14215093.977932211,Fiat,Pulse,Nafta
5.0,0.0,1.0,1.3,0.0,0.0,14215093.977932211,Fiat,Pulse,Nafta
5.0,0.0,2.0,1.3,0.0,0.0,14212987.994968953,Fiat,Pulse,Nafta
5.0,830000.0,7.0,1.5,0.0,0.0,14211699.810494423,Ford,Ecosport,Nafta
5.0,1500000.0,12.0,3.6,0.0,1.0,14208070.09790039,Jeep,Grand Cherokee,Nafta
5.0,2500000.0,24.0,4.0,1.0,1.0,14204889.87890625,Jeep,Grand Cherokee,Nafta
5.0,0.0,0.0,1.2,0.0,0.0,14203614.340695025,Chevrolet,Tracker,Nafta
5.0,0.0,0.0,1.2,0.0,0.0,14203614.340695025,Chevrolet,Tracker,Nafta
5.0,496700.0,2.0,1.8,0.0,0.0,14196146.112075806,Ford,Territory,Nafta
5.0,1195000.0,7.0,2.8,0.0,1.0,14189700.412353516,Toyota,Hilux SW4,Diésel
5.0,1880000.0,13.0,2.4,0.0,1.0,14187912.652230263,Dodge,Journey,Nafta
5.0,1836100.0,17.0,2.0,1.0,1.0,14177098.26945192,Ford,Ecosport,Nafta
5.0,930000.0,5.0,1.8,1.0,0.0,14172041.175520085,Jeep,Renegade,Nafta
5.0,0.0,1.0,1.0,0.0,0.0,14165627.59046323,Volkswagen,T-Cross,Nafta
5.0,0.0,1.0,1.0,0.0,0.0,14165627.59046323,Volkswagen,T-Cross,Nafta
5.0,0.0,1.0,1.0,0.0,0.0,14165627.59046323,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.2,0.0,0.0,14165483.596162066,Chevrolet,Tracker,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,14164590.114676623,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,14164583.764024468,Volkswagen,T-Cross,Nafta
5.0,1600000.0,14.0,2.4,0.0,1.0,14161991.761779785,Marca_Otros,Outlander,Nafta
5.0,0.0,0.0,2.8,0.0,0.0,14158015.209695037,Chevrolet,Trailblazer,Diésel
5.0,460000.0,7.0,2.0,1.0,0.0,14147467.704825645,Renault,Captur,Nafta
5.0,410000.0,5.0,1.6,1.0,0.0,14146185.605690103,Peugeot,2008,Nafta
5.0,214600.0,3.0,1.4,0.0,1.0,14138095.447423803,Volkswagen,Taos,Nafta
5.0,760000.0,4.0,1.6,1.0,1.0,14136454.398208618,Volkswagen,T-Cross,Nafta
5.0,845000.0,9.0,1.8,0.0,1.0,14134438.491583096,Chevrolet,Tracker,Nafta
5.0,1870000.0,11.0,1.8,1.0,0.0,14130714.016213972,Chevrolet,Tracker,Nafta
5.0,75000.0,2.0,1.2,0.0,1.0,14126890.537498105,Chevrolet,Tracker,Nafta
5.0,280000.0,6.0,1.8,0.0,0.0,14124061.36781311,Honda,HR-V,Nafta
5.0,780000.0,8.0,2.0,0.0,0.0,14113948.337863922,Ford,Kuga,Nafta
5.0,1150000.0,11.0,2.0,0.0,0.0,14104593.542954266,Volkswagen,Tiguan,Nafta
5.0,1150000.0,11.0,2.0,0.0,0.0,14104593.542954266,Volkswagen,Tiguan,Nafta
5.0,1370000.0,9.0,1.6,1.0,0.0,14102889.874947965,Ford,Ecosport,Nafta
5.0,507000.0,2.0,1.0,1.0,1.0,14102284.320777759,Volkswagen,T-Cross,Nafta
5.0,610000.0,4.0,2.4,1.0,0.0,14090525.341483109,Jeep,Compass,Nafta
5.0,11110.0,1.0,1.4,0.0,1.0,14088163.386770658,Volkswagen,Taos,Nafta
5.0,11110.0,1.0,1.4,0.0,1.0,14088163.386770658,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.3,0.0,0.0,14080770.736050857,Jeep,Commander,Nafta
5.0,730000.0,8.0,1.6,1.0,1.0,14079805.125278473,Ford,Ecosport,Otros
5.0,1200000.0,8.0,1.2,0.0,1.0,14077078.081784286,Citroën,C4 Cactus,Nafta
5.0,975000.0,5.0,1.6,0.0,0.0,14071286.58060655,Renault,Captur,Nafta
5.0,650000.0,5.0,2.0,0.0,0.0,14069705.230064876,Peugeot,3008,Diésel
5.0,11110.0,2.0,1.0,0.0,1.0,14064206.624282181,Volkswagen,T-Cross,Nafta
5.0,500000.0,5.0,1.6,0.0,1.0,14063179.191410631,Citroën,C4 Cactus,Nafta
5.0,11110.0,1.0,1.0,0.0,1.0,14062976.107786138,Volkswagen,T-Cross,Nafta
5.0,320000.0,2.0,1.0,1.0,0.0,14062253.16911495,Volkswagen,Nivus,Nafta
5.0,2000000.0,9.0,1.6,1.0,1.0,14061139.60669662,Peugeot,2008,Nafta
5.0,745360.0,8.0,1.8,0.0,0.0,14056582.653869629,Honda,HR-V,Nafta
5.0,1000000.0,7.0,1.4,0.0,1.0,14055513.563266754,Volkswagen,Tiguan Allspace,Nafta
5.0,500000.0,4.0,1.2,0.0,0.0,14053752.676259069,Chevrolet,Tracker,Nafta
5.0,500000.0,5.0,1.2,0.0,0.0,14051263.326751921,Chevrolet,Tracker,Nafta
5.0,0.0,1.0,1.0,0.0,0.0,14046154.246001936,Peugeot,2008,Nafta
5.0,3000000.0,26.0,2.0,0.0,1.0,14037550.138916016,Honda,CR-V,Nafta
5.0,1064000.0,12.0,2.0,1.0,1.0,14036935.45729065,Renault,Duster,Nafta
5.0,1000000.0,12.0,2.0,1.0,0.0,14029221.523418678,Renault,Duster,Nafta
5.0,0.0,0.0,1.2,0.0,0.0,14027748.806590768,Chevrolet,Tracker,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,14027380.289588824,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,14027380.289588824,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.2,0.0,0.0,14027116.823488895,Chevrolet,Tracker,Nafta
5.0,0.0,0.0,1.2,0.0,0.0,14026484.854623506,Chevrolet,Tracker,Nafta
5.0,0.0,0.0,1.2,0.0,0.0,14026484.854623506,Chevrolet,Tracker,Nafta
5.0,780000.0,3.0,1.8,0.0,0.0,14018896.157993317,Jeep,Renegade,Nafta
5.0,560000.0,12.0,1.6,1.0,0.0,14015595.219395177,Ford,Ecosport,Nafta
5.0,800000.0,6.0,2.5,0.0,0.0,14004702.04932105,Nissan,X-Trail,Nafta
5.0,1440130.0,9.0,1.8,0.0,1.0,13999070.710086823,Honda,HR-V,Nafta
5.0,370000.0,3.0,1.8,0.0,0.0,13988521.823042108,Toyota,Corolla Cross,Otros
5.0,942750.0,10.0,2.0,1.0,0.0,13987815.217878062,Hyundai,Tucson,Nafta
5.0,942750.0,10.0,2.0,1.0,0.0,13987815.217878062,Hyundai,Tucson,Nafta
5.0,942750.0,10.0,2.0,1.0,0.0,13987815.217878062,Hyundai,Tucson,Nafta
5.0,0.0,1.0,1.0,1.0,0.0,13987201.781440642,Volkswagen,T-Cross,Nafta
5.0,1003700.0,9.0,2.0,0.0,1.0,13980617.59034729,Ford,Kuga,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,13979976.086266646,Peugeot,2008,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,13979976.086266646,Peugeot,2008,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,13979976.086266646,Peugeot,2008,Nafta
5.0,40000.0,0.0,1.2,0.0,1.0,13967362.301999202,Chevrolet,Tracker,Nafta
5.0,1430000.0,9.0,1.8,0.0,0.0,13967212.746643066,Honda,HR-V,Nafta
5.0,2000000.0,9.0,1.8,0.0,1.0,13964655.77565017,Chevrolet,Tracker,Nafta
5.0,2400000.0,12.0,2.4,0.0,0.0,13962972.139138222,Kia,Sorento,Nafta
5.0,0.0,0.0,2.8,0.0,0.0,13962492.632461714,Chevrolet,Trailblazer,Diésel
5.0,0.0,0.0,2.8,0.0,0.0,13962492.632461714,Chevrolet,Trailblazer,Diésel
5.0,0.0,0.0,2.8,0.0,0.0,13962492.632461714,Chevrolet,Trailblazer,Diésel
5.0,1570000.0,12.0,2.4,0.0,0.0,13955901.026462555,Toyota,RAV4,Nafta
5.0,620000.0,4.0,1.5,0.0,1.0,13954602.296447754,Ford,Territory,Nafta
5.0,750000.0,6.0,1.6,0.0,0.0,13951635.671652388,Renault,Captur,Nafta
5.0,540000.0,4.0,1.4,0.0,0.0,13930390.871159045,Volkswagen,Taos,Nafta
5.0,255000.0,2.0,1.4,0.0,0.0,13921300.457207453,Volkswagen,Taos,Nafta
5.0,190000.0,1.0,1.2,1.0,1.0,13916098.195389023,Chevrolet,Tracker,Nafta
5.0,1360000.0,8.0,1.8,0.0,0.0,13914505.699779151,Honda,HR-V,Nafta
5.0,990000.0,11.0,2.0,0.0,1.0,13913759.661716461,Marca_Otros,Evoque,Nafta
5.0,2180000.0,17.0,2.4,0.0,1.0,13913118.555545807,Toyota,RAV4,Nafta
5.0,741000.0,7.0,1.6,0.0,1.0,13907436.665075533,Nissan,Kicks,Nafta
5.0,2800000.0,16.0,2.5,0.0,1.0,13902725.206468955,Kia,Sorento,Diésel
5.0,431630.0,6.0,1.8,0.0,0.0,13899812.87824612,Jeep,Renegade,Nafta
5.0,1500000.0,20.0,1.6,1.0,0.0,13895959.886203766,Ford,Ecosport,Nafta
5.0,30000.0,1.0,1.6,0.0,1.0,13879495.77772522,Peugeot,208,Nafta
5.0,30000.0,1.0,1.6,0.0,1.0,13879495.77772522,Peugeot,208,Nafta
5.0,480000.0,4.0,2.8,0.0,1.0,13861979.723526001,Toyota,SW4,Diésel
5.0,100000.0,1.0,1.0,1.0,0.0,13859944.40661425,Volkswagen,T-Cross,Nafta
5.0,720000.0,6.0,1.6,0.0,1.0,13859347.452396393,Nissan,Kicks,Nafta
5.0,750000.0,4.0,1.6,1.0,0.0,13858440.887641245,Nissan,Kicks,Nafta
5.0,750000.0,4.0,1.6,1.0,0.0,13858440.887641245,Nissan,Kicks,Nafta
5.0,0.0,2.0,1.3,0.0,0.0,13857217.903396215,Jeep,Compass,Nafta
5.0,900000.0,7.0,1.6,1.0,1.0,13855507.506926315,Nissan,Kicks,Nafta
5.0,420000.0,4.0,1.2,1.0,1.0,13846295.852856148,Chevrolet,Tracker,Nafta
5.0,1540000.0,8.0,1.8,0.0,0.0,13845680.975659281,Chevrolet,Tracker,Nafta
5.0,783000.0,4.0,1.5,0.0,1.0,13841437.197879791,Ford,Territory,Nafta
5.0,1200000.0,7.0,1.8,0.0,1.0,13838269.21905899,Honda,HR-V,Nafta
5.0,0.0,0.0,2.8,0.0,0.0,13836673.658564363,Chevrolet,Trailblazer,Diésel
5.0,0.0,0.0,2.8,0.0,0.0,13836673.658564363,Chevrolet,Trailblazer,Diésel
5.0,1320000.0,7.0,1.6,1.0,0.0,13834585.809731483,Chery,Tiggo 3,Nafta
5.0,900000.0,7.0,1.8,1.0,0.0,13833430.758682251,Chevrolet,Tracker,Nafta
5.0,0.0,0.0,2.8,0.0,0.0,13830836.931864837,Chevrolet,Trailblazer,Diésel
5.0,1660000.0,14.0,2.4,0.0,1.0,13830731.39449915,Honda,CR-V,Nafta
5.0,890000.0,8.0,1.6,0.0,0.0,13820154.767822266,Mercedes-Benz,Clase GLA,Nafta
5.0,800000.0,5.0,1.6,0.0,0.0,13819958.554603867,Nissan,Kicks,Nafta
5.0,800000.0,5.0,1.6,0.0,0.0,13819958.554603867,Nissan,Kicks,Nafta
5.0,0.0,1.0,1.4,0.0,0.0,13801542.074905287,Volkswagen,Taos,Nafta
5.0,0.0,1.0,1.4,0.0,0.0,13801542.074905287,Volkswagen,Taos,Nafta
5.0,1490000.0,7.0,2.0,1.0,1.0,13801270.343924241,Chery,Tiggo 5,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,13800816.490169628,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,13800816.490169628,Volkswagen,Taos,Nafta
5.0,1230000.0,7.0,1.8,1.0,1.0,13799307.577297501,Chevrolet,Tracker,Nafta
5.0,0.0,0.0,2.0,0.0,0.0,13785999.674767865,Toyota,Corolla Cross,Nafta
5.0,680000.0,3.0,1.6,0.0,1.0,13782877.679071205,Peugeot,3008,Nafta
5.0,331620.0,1.0,1.4,0.0,1.0,13768127.71687259,Volkswagen,Taos,Nafta
5.0,1280000.0,13.0,1.6,1.0,0.0,13768005.921593666,Ford,Ecosport,Nafta
5.0,1100000.0,14.0,1.6,1.0,0.0,13766240.930597369,Ford,Ecosport,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,13761030.576512285,Volkswagen,Taos,Nafta
5.0,720000.0,7.0,1.5,1.0,0.0,13759644.013047218,Ford,Ecosport,Nafta
5.0,1326000.0,6.0,1.4,0.0,0.0,13757735.13647107,Volkswagen,Tiguan Allspace,Nafta
5.0,790000.0,8.0,1.8,0.0,1.0,13755349.16551265,Honda,HR-V,Nafta
5.0,560000.0,4.0,1.2,0.0,0.0,13753610.014426535,Chevrolet,Tracker,Nafta
5.0,1460000.0,12.0,2.4,0.0,1.0,13745860.382541656,Jeep,Compass,Nafta
5.0,1300000.0,12.0,2.0,1.0,1.0,13743103.352345187,Renault,Duster,Nafta
5.0,2500000.0,12.0,2.4,0.0,1.0,13742294.192560926,Dodge,Journey,Nafta
5.0,485000.0,2.0,2.8,0.0,1.0,13741646.27418518,Toyota,Hilux SW4,Diésel
5.0,590000.0,8.0,2.0,1.0,1.0,13740377.32527158,Renault,Captur,Nafta
5.0,500000.0,10.0,2.0,1.0,0.0,13740010.041996002,Ford,Ecosport,Nafta
5.0,1180000.0,10.0,1.6,1.0,0.0,13736192.308209013,Renault,Duster,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,13723526.102585617,Volkswagen,T-Cross,Nafta
5.0,2200000.0,14.0,3.0,0.0,0.0,13721425.494732901,Toyota,Hilux SW4,Diésel
5.0,11110.0,1.0,1.0,0.0,1.0,13717524.104261613,Volkswagen,Nivus,Nafta
5.0,11110.0,1.0,1.0,0.0,1.0,13717524.104261613,Volkswagen,Nivus,Nafta
5.0,390000.0,4.0,1.6,1.0,1.0,13716328.96272761,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.2,0.0,0.0,13712283.541532138,Chevrolet,Tracker,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,13707948.215014854,Peugeot,2008,Nafta
5.0,1050000.0,7.0,1.6,1.0,0.0,13707781.10839131,Renault,Captur,Nafta
5.0,1340000.0,16.0,1.6,1.0,0.0,13706599.929116145,Ford,Ecosport,Nafta
5.0,950000.0,6.0,1.8,1.0,0.0,13706350.098464577,Jeep,Renegade,Nafta
5.0,1010000.0,5.0,1.6,1.0,0.0,13704255.477749938,Ford,Ecosport,Nafta
5.0,2250000.0,17.0,3.0,0.0,1.0,13693403.922501564,Jeep,Grand Cherokee,Diésel
5.0,900000.0,7.0,2.0,0.0,1.0,13691864.516605377,Toyota,RAV4,Nafta
5.0,2700000.0,25.0,2.0,1.0,1.0,13688995.526238441,Toyota,RAV4,Nafta
5.0,1500000.0,8.0,1.6,1.0,0.0,13679206.704724845,Ford,Ecosport,Nafta
5.0,2480000.0,10.0,1.6,1.0,1.0,13676023.962565288,Renault,Duster,Nafta
5.0,390000.0,3.0,1.6,0.0,0.0,13668912.551088346,Kia,Seltos,Nafta
5.0,460000.0,8.0,1.6,1.0,0.0,13668518.11384993,Peugeot,2008,Nafta
5.0,460000.0,5.0,1.6,1.0,0.0,13665716.158168964,Peugeot,2008,Nafta
5.0,1000.0,1.0,1.2,0.0,0.0,13656796.02631296,Chevrolet,Tracker,Nafta
5.0,629680.0,6.0,1.8,0.0,0.0,13654732.341250218,Honda,HR-V,Nafta
5.0,1120000.0,13.0,2.4,0.0,1.0,13653328.107151031,Dodge,Journey,Nafta
5.0,1150000.0,9.0,1.6,1.0,0.0,13648193.098612353,Chery,Tiggo,Nafta
5.0,1100000.0,5.0,1.6,1.0,0.0,13647774.14473996,Citroën,C4 Cactus,Nafta
5.0,780000.0,5.0,1.5,1.0,0.0,13640059.49562931,Ford,Ecosport,Nafta
5.0,950000.0,5.0,1.8,0.0,1.0,13635436.117710114,Honda,HR-V,Nafta
5.0,1150000.0,8.0,1.6,1.0,0.0,13635245.264283737,Renault,Duster,Nafta
5.0,74050.0,6.0,1.6,1.0,0.0,13633163.501808798,Peugeot,2008,Nafta
5.0,1100000.0,13.0,2.0,1.0,0.0,13631232.179597227,Renault,Duster,Nafta
5.0,0.0,0.0,1.5,0.0,0.0,13629710.274414062,Marca_Otros,X55,Nafta
5.0,150000.0,6.0,1.5,1.0,0.0,13625169.357447857,Chery,Tiggo 2,Nafta
5.0,1100000.0,10.0,2.0,1.0,0.0,13621311.601258583,Renault,Duster,Nafta
