Puertas,Kilómetros,Antigüedad,Cilindrada,Transmisión_Manual,vendedor_particular,squared_error,Marca,Modelo,combustible
5.0,1630000.0,12.0,2.0,0.0,0.0,22730713.731388092,Audi,Q5,Nafta
5.0,279650.0,3.0,2.0,1.0,0.0,22701803.014543686,BMW,X1,Nafta
5.0,279650.0,3.0,2.0,1.0,0.0,22701803.014543686,BMW,X1,Nafta
3.0,580000.0,11.0,3.6,1.0,1.0,22683527.100357056,Jeep,Wrangler,Nafta
5.0,0.0,1.0,1.0,0.0,0.0,22682063.648566592,Citroën,C3 Aircross,Nafta
5.0,11110.0,1.0,1.0,0.0,1.0,22681402.15875238,Volkswagen,T-Cross,Nafta
5.0,11110.0,1.0,1.0,0.0,1.0,22681402.15875238,Volkswagen,T-Cross,Nafta
5.0,260000.0,3.0,1.3,1.0,0.0,22674236.302057743,Fiat,Pulse,Nafta
5.0,1000000.0,5.0,1.6,0.0,0.0,22673011.175728574,Renault,Captur,Nafta
5.0,1350000.0,8.0,3.0,0.0,0.0,22658678.45033264,Mercedes-Benz,Clase GLE,Nafta
5.0,950000.0,9.0,6.4,0.0,1.0,22658492.508789062,Jeep,Grand Cherokee,Nafta
5.0,500000.0,7.0,1.6,0.0,1.0,22637964.26242963,Renault,Captur,Nafta
5.0,0.0,0.0,1.6,0.0,0.0,22630623.087808073,Nissan,Kicks,Nafta
5.0,0.0,0.0,1.6,0.0,0.0,22630623.087808073,Nissan,Kicks,Nafta
5.0,0.0,0.0,1.6,0.0,0.0,22630623.087808073,Nissan,Kicks,Nafta
5.0,0.0,0.0,1.6,0.0,0.0,22630623.087808073,Nissan,Kicks,Nafta
5.0,0.0,0.0,1.6,0.0,0.0,22630623.087808073,Nissan,Kicks,Nafta
5.0,0.0,0.0,1.6,0.0,0.0,22630623.087808073,Nissan,Kicks,Nafta
5.0,0.0,0.0,1.6,0.0,0.0,22630623.087808073,Nissan,Kicks,Nafta
3.0,2000000.0,32.0,1.6,1.0,1.0,22627402.252273,Marca_Otros,Vitara,Nafta
5.0,80000.0,1.0,1.0,0.0,0.0,22617306.67993164,Peugeot,2008,Nafta
5.0,768000.0,5.0,1.6,1.0,0.0,22617128.164720606,Nissan,Kicks,Nafta
5.0,780000.0,9.0,2.0,0.0,0.0,22610032.70982311,Ford,Kuga,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,22608102.858225074,Volkswagen,Taos,Nafta
5.0,100000.0,1.0,1.6,0.0,0.0,22602484.49598694,Peugeot,3008,Nafta
4.0,0.0,1.0,1.3,0.0,0.0,22596833.89858129,Jeep,Commander,Nafta
5.0,280000.0,3.0,2.0,1.0,0.0,22594910.836251233,BMW,X1,Nafta
5.0,280000.0,3.0,2.0,1.0,0.0,22594910.836251233,BMW,X1,Nafta
5.0,2600000.0,27.0,3.3,1.0,1.0,22593469.115799904,Nissan,Pathfinder,Nafta
5.0,11110.0,0.0,1.3,0.0,1.0,22593291.33523744,Fiat,Pulse,Nafta
5.0,1500000.0,7.0,2.0,1.0,1.0,22584670.833961565,Renault,Duster,Nafta
5.0,1200000.0,8.0,1.8,0.0,1.0,22584568.05452598,Chevrolet,Tracker,Nafta
5.0,2785000.0,26.0,3.1,1.0,1.0,22565431.735855103,Marca_Otros,Trooper,Diésel
5.0,998640.0,5.0,1.6,1.0,0.0,22558738.132483386,Volkswagen,T-Cross,Nafta
5.0,71000.0,1.0,1.4,0.0,1.0,22553412.931709003,Volkswagen,Taos,Nafta
5.0,2500000.0,11.0,3.0,0.0,1.0,22526524.512553617,Toyota,Hilux SW4,Diésel
5.0,190000.0,6.0,1.6,1.0,1.0,22499673.72163257,Peugeot,2008,Nafta
5.0,0.0,0.0,1.2,0.0,0.0,22490303.875392035,Chevrolet,Tracker,Nafta
3.0,1190000.0,12.0,3.6,1.0,0.0,22484971.0125885,Jeep,Wrangler,Nafta
5.0,85000.0,2.0,1.4,0.0,0.0,22467199.895818222,Volkswagen,Taos,Nafta
5.0,980000.0,7.0,1.5,1.0,0.0,22450624.37961197,Ford,Ecosport,Nafta
5.0,450000.0,4.0,1.8,0.0,0.0,22449125.64792475,Toyota,Corolla Cross,Otros
5.0,1250000.0,16.0,1.6,1.0,1.0,22448542.207146645,Ford,Ecosport,Nafta
5.0,1430000.0,9.0,1.8,0.0,0.0,22441759.621643066,Honda,HR-V,Nafta
5.0,800000.0,5.0,1.4,0.0,0.0,22435431.366592407,Audi,Q3,Nafta
5.0,0.0,1.0,1.3,0.0,0.0,22426215.057090964,Jeep,Compass,Nafta
5.0,2645560.0,12.0,2.4,0.0,0.0,22416692.38525772,Honda,CR-V,Nafta
5.0,1180000.0,13.0,3.6,0.0,1.0,22402324.35571289,Marca_Otros,Cayenne,Nafta
5.0,1900000.0,18.0,2.4,0.0,1.0,22397776.36427307,Honda,CR-V,Nafta
5.0,1600000.0,9.0,1.8,0.0,0.0,22397611.026083313,Honda,HR-V,Nafta
5.0,200000.0,2.0,2.0,0.0,1.0,22380291.235351562,Toyota,Corolla Cross,Otros
5.0,0.0,0.0,1.0,0.0,0.0,22374799.078807514,Fiat,Pulse,Nafta
5.0,0.0,1.0,1.0,0.0,0.0,22374780.601464674,Fiat,Pulse,Nafta
5.0,830000.0,11.0,2.0,0.0,1.0,22369752.106578622,Chery,Tiggo,Nafta
5.0,580000.0,4.0,1.2,0.0,0.0,22367384.77753118,Chevrolet,Tracker,Nafta
5.0,0.0,0.0,1.3,1.0,0.0,22328887.561330914,Renault,Duster,Nafta
5.0,0.0,0.0,1.3,1.0,0.0,22328887.561330914,Renault,Duster,Nafta
5.0,0.0,0.0,1.3,1.0,0.0,22328887.561330914,Renault,Duster,Nafta
5.0,480000.0,6.0,1.6,0.0,0.0,22322767.396863192,Nissan,Kicks,Nafta
5.0,1890000.0,12.0,3.5,0.0,1.0,22321952.201847076,Mercedes-Benz,Clase GLK,Nafta
5.0,1300000.0,9.0,1.6,1.0,0.0,22320976.769055277,Ford,Ecosport,Nafta
5.0,500000.0,2.0,1.5,1.0,1.0,22316817.370192807,Ford,Ecosport,Nafta
5.0,600000.0,4.0,1.4,0.0,1.0,22314902.311639752,Volkswagen,Taos,Nafta
5.0,1400000.0,13.0,2.0,1.0,0.0,22310657.87252228,Ford,Ecosport,Otros
5.0,530000.0,4.0,1.8,0.0,1.0,22306360.01715088,Toyota,Corolla Cross,Otros
5.0,550000.0,4.0,1.0,0.0,0.0,22298933.139098223,Volkswagen,Nivus,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,22297495.52696184,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,22297495.52696184,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,22297495.52696184,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,22297495.52696184,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,22297495.52696184,Volkswagen,Taos,Nafta
5.0,0.0,1.0,1.4,0.0,0.0,22297370.048121,Volkswagen,Taos,Nafta
5.0,0.0,1.0,1.4,0.0,0.0,22297362.080234293,Volkswagen,Taos,Nafta
5.0,0.0,2.0,1.4,0.0,0.0,22295651.025109604,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,22287458.042566493,Volkswagen,Nivus,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,22287458.042566493,Volkswagen,Nivus,Nafta
5.0,1440000.0,14.0,2.5,0.0,0.0,22281977.018569946,Ford,Kuga,Nafta
5.0,1410000.0,7.0,2.0,0.0,0.0,22277212.421087533,Chery,Tiggo 5,Nafta
5.0,880000.0,5.0,1.6,1.0,0.0,22270062.213293854,Nissan,Kicks,Nafta
5.0,0.0,1.0,2.0,0.0,0.0,22262300.66176293,Volkswagen,Tiguan Allspace,Nafta
5.0,1000000.0,7.0,1.6,0.0,0.0,22256645.24748927,Kia,Soul,Nafta
5.0,1000000.0,7.0,1.6,0.0,0.0,22256645.24748927,Kia,Soul,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,22256399.29882084,Peugeot,2008,Nafta
5.0,0.0,0.0,1.3,0.0,0.0,22249667.90061856,Renault,Duster,Nafta
5.0,980000.0,10.0,1.8,0.0,1.0,22227044.317661285,Chevrolet,Tracker,Nafta
4.0,1100000.0,5.0,1.6,0.0,1.0,22219450.071111374,Citroën,C4 Cactus,Nafta
5.0,0.0,0.0,1.3,0.0,0.0,22213340.36094421,Jeep,Compass,Nafta
5.0,1000000.0,6.0,1.6,0.0,1.0,22212659.080120616,Nissan,Kicks,Nafta
5.0,1000000.0,6.0,1.6,0.0,1.0,22212659.080120616,Nissan,Kicks,Nafta
5.0,580000.0,3.0,1.3,0.0,0.0,22211016.149663318,Fiat,Pulse,Nafta
5.0,740000.0,10.0,1.8,1.0,0.0,22210993.733874727,Chevrolet,Tracker,Nafta
5.0,780000.0,8.0,2.4,0.0,0.0,22208208.499526978,Jeep,Compass,Nafta
5.0,2240000.0,11.0,1.6,1.0,1.0,22196718.522388697,Renault,Duster,Nafta
5.0,920000.0,7.0,3.0,0.0,1.0,22196612.701416016,Audi,Q7,Nafta
5.0,1070000.0,7.0,1.6,0.0,1.0,22194827.58563614,Nissan,Kicks,Nafta
5.0,1070000.0,7.0,1.6,0.0,1.0,22194827.58563614,Nissan,Kicks,Nafta
5.0,1106030.0,6.0,1.5,0.0,0.0,22179928.019441184,Ford,Ecosport,Nafta
5.0,1240000.0,9.0,2.0,0.0,0.0,22178286.47467041,BMW,X3,Nafta
5.0,1340000.0,13.0,1.6,1.0,1.0,22156050.354620475,Ford,Ecosport,Otros
5.0,1771000.0,8.0,1.8,0.0,0.0,22147711.163238607,Honda,HR-V,Nafta
5.0,45000.0,1.0,1.2,0.0,1.0,22137263.926425934,Chevrolet,Tracker,Nafta
5.0,309000.0,4.0,1.8,0.0,1.0,22110596.396814138,Honda,HR-V,Nafta
5.0,0.0,0.0,1.2,0.0,0.0,22107834.225428175,Chevrolet,Tracker,Nafta
5.0,1600000.0,9.0,1.6,1.0,0.0,22106963.740202054,Renault,Duster,Nafta
5.0,1248000.0,24.0,2.5,1.0,1.0,22098547.115670204,Jeep,Cherokee,Diésel
5.0,1170000.0,6.0,2.0,0.0,0.0,22095838.667007446,Mercedes-Benz,Clase GLC,Nafta
5.0,1900000.0,17.0,2.0,0.0,1.0,22084703.637818336,Hyundai,Tucson,Diésel
5.0,1900000.0,17.0,2.0,0.0,1.0,22084703.637818336,Hyundai,Tucson,Diésel
5.0,0.0,1.0,1.3,0.0,0.0,22074562.099186733,Fiat,Pulse,Nafta
5.0,1040000.0,14.0,2.4,0.0,0.0,22073321.638341527,Dodge,Journey,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,22072415.21974182,Volkswagen,Taos,Nafta
5.0,1320000.0,12.0,2.0,0.0,0.0,22071827.95753479,Marca_Otros,Evoque,Nafta
5.0,830000.0,10.0,1.8,0.0,1.0,22069959.68758699,Chevrolet,Tracker,Nafta
5.0,410000.0,2.0,1.4,0.0,1.0,22068855.0625,Volkswagen,Taos,Nafta
5.0,1124000.0,6.0,2.4,0.0,0.0,22065623.158765502,Jeep,Compass,Nafta
5.0,1550000.0,11.0,1.6,1.0,1.0,22049059.221500397,Ford,Kuga,Nafta
5.0,3150000.0,17.0,3.0,0.0,1.0,22032097.154006943,Jeep,Grand Cherokee,Diésel
5.0,470000.0,6.0,2.0,1.0,1.0,22029052.25404358,Renault,Captur,Nafta
5.0,3300000.0,11.0,1.6,1.0,1.0,22024640.304053728,Renault,Duster,Nafta
5.0,440000.0,3.0,1.4,0.0,1.0,22013819.30926895,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,22011607.607272487,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,22011607.607272487,Volkswagen,T-Cross,Nafta
5.0,1770000.0,9.0,1.8,0.0,1.0,22009164.997284696,Chevrolet,Tracker,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21991877.586864285,Peugeot,2008,Nafta
5.0,1700000.0,19.0,3.0,1.0,1.0,21981299.677978516,Toyota,Hilux SW4,Diésel
5.0,1250000.0,11.0,2.0,1.0,0.0,21976375.008496407,Renault,Duster,Nafta
5.0,535000.0,5.0,2.0,0.0,1.0,21973828.140625,Kia,Sportage,Diésel
5.0,1100000.0,11.0,2.0,1.0,0.0,21971166.64321948,Chery,Tiggo,Nafta
5.0,350000.0,3.0,1.0,0.0,1.0,21967419.745620728,Volkswagen,Nivus,Nafta
5.0,0.0,1.0,1.3,0.0,0.0,21956598.722722337,Jeep,Compass,Nafta
5.0,570000.0,2.0,1.2,0.0,0.0,21953228.59695284,Chevrolet,Tracker,Nafta
5.0,241000.0,2.0,1.6,0.0,0.0,21926997.404102486,Kia,Seltos,Nafta
5.0,1480000.0,8.0,1.8,1.0,0.0,21912722.50236542,Chevrolet,Tracker,Nafta
5.0,176000.0,3.0,1.3,1.0,1.0,21901479.711312428,Fiat,Pulse,Nafta
4.0,10000.0,0.0,2.0,0.0,1.0,21893916.553443477,Ford,Bronco Sport,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21890931.793274965,Volkswagen,Nivus,Nafta
5.0,0.0,0.0,1.6,0.0,0.0,21889240.5402301,Citroën,C4 Cactus,Nafta
5.0,11110.0,1.0,1.0,0.0,1.0,21884899.326734006,Volkswagen,T-Cross,Nafta
5.0,195000.0,2.0,1.4,0.0,1.0,21880227.348090515,Volkswagen,Taos,Nafta
5.0,285000.0,2.0,1.8,0.0,0.0,21864501.096328735,Toyota,Corolla Cross,Otros
5.0,1700000.0,17.0,2.4,0.0,1.0,21863788.750492096,Honda,CR-V,Nafta
5.0,1299990.0,8.0,2.4,0.0,0.0,21861332.159638405,Dodge,Journey,Nafta
5.0,1670000.0,16.0,2.0,1.0,1.0,21858218.327730592,Ford,Ecosport,Nafta
5.0,1670000.0,16.0,2.0,1.0,1.0,21858218.327730592,Ford,Ecosport,Nafta
5.0,568000.0,3.0,2.0,0.0,1.0,21849367.035017017,Ford,Bronco Sport,Nafta
5.0,570000.0,4.0,1.8,1.0,0.0,21842332.490478516,Jeep,Renegade,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21840496.553079084,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21840488.667245977,Volkswagen,T-Cross,Nafta
5.0,600000.0,8.0,2.0,0.0,1.0,21837323.9041005,Ford,Ecosport,Nafta
5.0,810000.0,5.0,1.5,0.0,0.0,21827451.62726565,Ford,Ecosport,Nafta
5.0,2000000.0,24.0,2.5,1.0,0.0,21824581.97822666,Hyundai,Galloper,Diésel
5.0,315000.0,5.0,1.6,0.0,0.0,21779307.506705374,Nissan,Kicks,Nafta
5.0,315000.0,5.0,1.6,0.0,0.0,21779307.506705374,Nissan,Kicks,Nafta
5.0,315000.0,5.0,1.6,0.0,0.0,21779307.506705374,Nissan,Kicks,Nafta
5.0,315000.0,5.0,1.6,0.0,0.0,21779307.506705374,Nissan,Kicks,Nafta
5.0,315000.0,5.0,1.6,0.0,0.0,21779307.506705374,Nissan,Kicks,Nafta
5.0,315000.0,5.0,1.6,0.0,0.0,21779307.506705374,Nissan,Kicks,Nafta
5.0,150000.0,6.0,1.6,1.0,1.0,21775456.659072876,Peugeot,2008,Nafta
5.0,1880000.0,17.0,3.0,1.0,1.0,21772923.013645172,Toyota,Land Cruiser,Diésel
5.0,1030000.0,6.0,1.6,0.0,0.0,21772339.749240875,Nissan,Kicks,Nafta
5.0,1030000.0,6.0,1.6,0.0,0.0,21772339.749240875,Nissan,Kicks,Nafta
5.0,1390000.0,5.0,1.6,1.0,0.0,21750934.245646954,Renault,Duster,Otros
5.0,1700000.0,8.0,1.6,1.0,1.0,21726125.793868948,Renault,Duster,Nafta
5.0,320000.0,5.0,1.6,0.0,1.0,21725576.458068848,Citroën,C4 Cactus,Nafta
5.0,220000.0,2.0,3.5,0.0,1.0,21719240.77758789,Honda,Pilot,Nafta
5.0,220000.0,2.0,3.5,0.0,1.0,21719240.77758789,Honda,Pilot,Nafta
5.0,780000.0,4.0,1.8,0.0,1.0,21718862.930509992,Toyota,Corolla Cross,Otros
5.0,465000.0,3.0,1.5,0.0,0.0,21696108.828739166,Ford,Territory,Nafta
4.0,920000.0,7.0,2.0,1.0,0.0,21652524.175815456,Renault,Duster Oroch,Otros
5.0,1980000.0,9.0,1.8,0.0,1.0,21651229.361228485,Honda,HR-V,Nafta
5.0,1700000.0,6.0,2.4,0.0,0.0,21640604.276322365,Jeep,Compass,Nafta
5.0,589000.0,5.0,1.2,0.0,0.0,21620338.530582428,Chevrolet,Tracker,Nafta
5.0,0.0,0.0,1.2,0.0,0.0,21618665.568546668,Chevrolet,Tracker,Nafta
5.0,73000.0,1.0,1.5,0.0,0.0,21608915.41558838,Marca_Otros,X55,Nafta
5.0,73000.0,1.0,1.5,0.0,0.0,21608915.41558838,Marca_Otros,X55,Nafta
5.0,1830000.0,11.0,1.6,1.0,0.0,21599026.27908138,Ford,Ecosport,Otros
5.0,1070000.0,7.0,1.8,1.0,0.0,21597785.613557506,Chevrolet,Tracker,Nafta
5.0,0.0,0.0,1.2,0.0,0.0,21592632.221527673,Peugeot,2008,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,21586149.418911364,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,21586149.418911364,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,21586149.418911364,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,21586149.418911364,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,21586149.418911364,Volkswagen,Taos,Nafta
5.0,720000.0,7.0,2.5,0.0,0.0,21576443.219342206,Renault,Koleos,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21576273.360932425,Volkswagen,Nivus,Nafta
5.0,1270000.0,13.0,2.0,1.0,1.0,21561856.44791031,Audi,Q5,Nafta
5.0,10000.0,0.0,1.4,0.0,1.0,21559589.185928345,Volkswagen,Taos,Nafta
5.0,1000000.0,6.0,2.5,0.0,0.0,21558355.845474243,Marca_Otros,XC60,Nafta
5.0,1650000.0,8.0,1.8,0.0,0.0,21534938.143349648,Chevrolet,Tracker,Nafta
5.0,1630000.0,9.0,2.0,0.0,1.0,21525741.765210763,Volkswagen,Tiguan,Nafta
5.0,1630000.0,9.0,2.0,0.0,1.0,21525741.765210763,Volkswagen,Tiguan,Nafta
5.0,1600000.0,8.0,2.4,0.0,1.0,21518934.544770546,Honda,CR-V,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,21507830.61219887,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,21507822.78665319,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,21507822.78665319,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.4,0.0,0.0,21507822.78665319,Volkswagen,Taos,Nafta
5.0,1180000.0,7.0,2.4,0.0,1.0,21507819.26148987,Jeep,Compass,Nafta
5.0,0.0,1.0,1.4,0.0,0.0,21506917.004642315,Volkswagen,Taos,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21505773.477776803,Volkswagen,Nivus,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21498739.22330366,Volkswagen,Nivus,Nafta
4.0,1600000.0,6.0,2.0,0.0,1.0,21489042.554752287,Hyundai,Tucson,Nafta
4.0,1600000.0,6.0,2.0,0.0,1.0,21489042.554752287,Hyundai,Tucson,Nafta
5.0,40000.0,2.0,1.4,0.0,0.0,21488565.110925097,Volkswagen,Taos,Nafta
5.0,1700000.0,10.0,1.8,1.0,1.0,21469985.985608082,Chevrolet,Tracker,Nafta
5.0,700000.0,4.0,1.2,1.0,1.0,21462885.23707985,Chevrolet,Tracker,Nafta
5.0,1080000.0,8.0,1.8,1.0,0.0,21462600.454146743,Jeep,Renegade,Nafta
5.0,1170000.0,7.0,2.5,0.0,0.0,21460816.276260376,Marca_Otros,XC60,Nafta
5.0,30000.0,2.0,1.6,0.0,0.0,21459752.24582908,Chery,Tiggo 8 Pro,Nafta
5.0,1090000.0,18.0,1.6,1.0,0.0,21452021.713023543,Ford,Ecosport,Nafta
5.0,440000.0,4.0,1.8,1.0,1.0,21444207.34136963,Jeep,Renegade,Nafta
5.0,1450000.0,11.0,2.4,0.0,1.0,21443176.279636383,Honda,CR-V,Nafta
5.0,0.0,0.0,1.3,0.0,0.0,21423800.45292133,Jeep,Renegade,Nafta
5.0,1000000.0,5.0,1.4,0.0,0.0,21419956.825748444,Audi,Q3,Nafta
5.0,1260000.0,7.0,1.8,0.0,0.0,21389215.84352112,Chevrolet,Tracker,Nafta
5.0,1080000.0,13.0,2.0,1.0,1.0,21368727.289304007,Jeep,Patriot,Nafta
5.0,2360000.0,9.0,1.8,0.0,0.0,21344563.05490656,Chevrolet,Tracker,Nafta
5.0,1100000.0,5.0,1.6,1.0,0.0,21343062.13659581,Renault,Duster,Nafta
5.0,890000.0,6.0,1.5,1.0,1.0,21336036.092957497,Ford,Ecosport,Nafta
5.0,1190000.0,8.0,1.8,0.0,1.0,21323885.411388002,Chevrolet,Tracker,Nafta
5.0,1600000.0,9.0,1.6,1.0,0.0,21320702.587408822,Renault,Duster,Nafta
5.0,520000.0,7.0,3.0,0.0,1.0,21310846.00982666,Audi,SQ5,Nafta
5.0,0.0,1.0,1.0,0.0,0.0,21306153.725091122,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21304873.564693987,Volkswagen,T-Cross,Nafta
5.0,0.0,1.0,1.3,0.0,0.0,21288882.578068573,Fiat,Pulse,Nafta
5.0,0.0,1.0,1.3,0.0,0.0,21288882.578068573,Fiat,Pulse,Nafta
5.0,0.0,1.0,1.3,0.0,0.0,21288882.578068573,Fiat,Pulse,Nafta
5.0,0.0,1.0,1.3,0.0,0.0,21288882.578068573,Fiat,Pulse,Nafta
5.0,330000.0,7.0,1.8,0.0,0.0,21285950.14801407,Chevrolet,Tracker,Nafta
5.0,340000.0,4.0,1.6,0.0,1.0,21278942.73940162,Volkswagen,T-Cross,Nafta
5.0,830000.0,4.0,2.0,0.0,0.0,21258457.23315811,Ford,Bronco Sport,Nafta
5.0,1350000.0,14.0,2.0,1.0,1.0,21252833.04975481,Audi,Q5,Nafta
5.0,120000.0,3.0,1.3,1.0,0.0,21252154.469238915,Fiat,Pulse,Nafta
5.0,1830000.0,17.0,2.4,0.0,1.0,21249182.834487915,Toyota,RAV4,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21227836.821254335,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21227059.384154923,Volkswagen,T-Cross,Nafta
5.0,433000.0,2.0,1.8,0.0,1.0,21226320.635009766,Toyota,Corolla Cross,Otros
5.0,320000.0,6.0,3.6,0.0,0.0,21225600.765625,Jeep,Wrangler,Nafta
5.0,0.0,1.0,1.3,1.0,0.0,21224318.953270823,Renault,Duster,Nafta
5.0,1076000.0,10.0,2.0,1.0,1.0,21223673.85410385,Renault,Duster,Otros
5.0,707350.0,3.0,1.5,1.0,0.0,21204653.2681454,Ford,Ecosport,Nafta
5.0,2420000.0,8.0,1.6,1.0,1.0,21182511.843705177,Renault,Duster,Otros
5.0,10000.0,1.0,1.2,0.0,0.0,21177320.167865485,Chevrolet,Tracker,Nafta
5.0,10000.0,2.0,1.2,0.0,0.0,21175774.251263365,Chevrolet,Tracker,Nafta
5.0,30000.0,1.0,2.8,0.0,0.0,21170207.48071289,Toyota,SW4,Diésel
5.0,227000.0,1.0,2.8,0.0,1.0,21162763.175964188,Toyota,SW4,Diésel
5.0,700000.0,4.0,2.8,0.0,1.0,21144405.999084473,Toyota,SW4,Diésel
5.0,0.0,0.0,1.8,0.0,0.0,21131592.771530773,Ford,Territory,Nafta
5.0,0.0,0.0,1.8,0.0,0.0,21128490.166207828,Ford,Territory,Nafta
5.0,0.0,0.0,1.8,0.0,0.0,21128490.166207828,Ford,Territory,Nafta
5.0,0.0,0.0,1.8,0.0,0.0,21128490.166207828,Ford,Territory,Nafta
5.0,0.0,0.0,1.8,0.0,0.0,21128490.166207828,Ford,Territory,Nafta
5.0,0.0,0.0,1.8,0.0,0.0,21128490.166207828,Ford,Territory,Nafta
5.0,1180000.0,7.0,1.6,0.0,0.0,21127467.3009484,Nissan,Kicks,Nafta
5.0,1180000.0,7.0,1.6,0.0,0.0,21127467.3009484,Nissan,Kicks,Nafta
5.0,2125480.0,13.0,1.6,1.0,1.0,21125478.552244954,Ford,Ecosport,Nafta
5.0,1210000.0,8.0,2.0,1.0,1.0,21119553.72125244,Hyundai,Tucson,Nafta
5.0,910000.0,7.0,1.6,0.0,0.0,21119448.20809621,Nissan,Kicks,Nafta
5.0,910000.0,7.0,1.6,0.0,0.0,21119448.20809621,Nissan,Kicks,Nafta
5.0,761090.0,7.0,1.8,0.0,0.0,21114579.497085974,Honda,HR-V,Nafta
5.0,1690000.0,12.0,2.0,0.0,0.0,21107222.79404068,BMW,X3,Diésel
5.0,13000.0,1.0,1.3,0.0,0.0,21103813.12958145,Fiat,Pulse,Nafta
5.0,1700000.0,10.0,2.0,0.0,1.0,21088212.942513466,Chery,Tiggo,Nafta
5.0,1290000.0,5.0,1.6,1.0,0.0,21085338.769906215,Renault,Duster,Nafta
5.0,0.0,0.0,1.5,0.0,0.0,21085029.024414062,Marca_Otros,X55,Nafta
5.0,0.0,0.0,1.5,0.0,0.0,21085029.024414062,Marca_Otros,X55,Nafta
5.0,0.0,0.0,1.5,0.0,0.0,21085029.024414062,Marca_Otros,X55,Nafta
5.0,170000.0,6.0,2.0,0.0,1.0,21084343.57130671,Ford,Ecosport,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21078330.794199746,Peugeot,2008,Nafta
5.0,670000.0,5.0,2.5,0.0,0.0,21070771.608127594,Nissan,X-Trail,Nafta
5.0,580000.0,8.0,1.6,1.0,1.0,21062811.07416153,Peugeot,2008,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21059023.668273065,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21059023.668273065,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21059023.668273065,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21059023.668273065,Volkswagen,T-Cross,Nafta
5.0,0.0,0.0,1.2,0.0,0.0,21058700.851606656,Chevrolet,Tracker,Nafta
5.0,1200000.0,8.0,1.2,0.0,0.0,21054752.862160943,Citroën,C4 Cactus,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21050455.851897463,Peugeot,2008,Nafta
5.0,320000.0,10.0,1.6,1.0,1.0,21049460.65581642,Ford,Ecosport,Nafta
5.0,760000.0,12.0,2.0,1.0,0.0,21037039.308200836,Renault,Duster,Nafta
5.0,760000.0,12.0,2.0,1.0,0.0,21037039.308200836,Renault,Duster,Nafta
5.0,550000.0,6.0,1.4,0.0,0.0,21027490.915664673,Audi,Q2,Nafta
5.0,1600000.0,18.0,2.5,0.0,0.0,21027311.792053223,Nissan,X-Trail,Nafta
5.0,1470000.0,8.0,2.0,0.0,1.0,21021490.690006256,Kia,Sportage,Nafta
5.0,0.0,0.0,1.0,0.0,0.0,21000931.81259863,Peugeot,2008,Nafta
5.0,1900000.0,16.0,2.5,0.0,0.0,20991211.68418175,Kia,Sorento,Diésel
5.0,900000.0,9.0,1.8,1.0,0.0,20990934.771898445,Jeep,Renegade,Nafta
5.0,640000.0,3.0,1.8,0.0,1.0,20971265.7048378,Toyota,Corolla Cross,Otros
