Puertas,Kilómetros,Precio_usd,Antigüedad,Cilindrada,Transmisión_Manual,vendedor_particular,combustible_Diésel,combustible_Nafta,combustible_Otros
5.0,130000.0,60000.0,2.0,2.5,0.0,0.0,0.0,1.0,0.0
5.0,300000.0,35000.0,8.0,2.4,0.0,1.0,0.0,1.0,0.0
5.0,554810.0,14600.0,10.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,1580000.0,18500.0,8.0,1.8,0.0,1.0,0.0,1.0,0.0
5.0,460000.0,58000.0,5.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,0.0,35235.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0
5.0,553000.0,17900.0,7.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,11110.0,68339.43607309788,0.0,2.8,0.0,1.0,1.0,0.0,0.0
5.0,0.0,30626.19172164757,0.0,1.3,0.0,0.0,0.0,1.0,0.0
5.0,1070000.0,19405.025057793227,6.0,1.6,0.0,1.0,0.0,1.0,0.0
4.0,270000.0,19826.873428614817,5.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,1050000.0,18139.47994532845,8.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,1200000.0,37500.0,8.0,2.8,0.0,1.0,1.0,0.0,0.0
5.0,0.0,32482.324553262577,0.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,2000000.0,9955.62155138957,19.0,2.0,0.0,0.0,1.0,0.0,0.0
5.0,1280000.0,18500.0,14.0,3.0,0.0,1.0,0.0,1.0,0.0
5.0,0.0,25226.532575131194,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5.0,900000.0,32819.80324991985,3.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,1597000.0,26900.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,1090000.0,18139.47994532845,8.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,850000.0,13077.29949546935,8.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,972550.0,73000.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0
5.0,1560000.0,11500.0,14.0,2.7,0.0,0.0,0.0,1.0,0.0
5.0,1120000.0,16490.0,8.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,1350000.0,15500.0,8.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,1100000.0,46403.32079037511,4.0,2.8,0.0,0.0,1.0,0.0,0.0
5.0,1156680.0,15380.59160015524,8.0,2.0,1.0,0.0,0.0,1.0,0.0
5.0,1100000.0,12500.0,11.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,0.0,23286.030069351873,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5.0,190000.0,32500.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,980000.0,42500.0,7.0,2.8,0.0,1.0,1.0,0.0,0.0
5.0,1330000.0,25310.05855255387,6.0,1.4,0.0,0.0,0.0,1.0,0.0
5.0,400000.0,17900.0,7.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,1110000.0,14258.474933769807,10.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,890000.0,15900.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0
5.0,1280000.0,14933.432327084352,9.0,2.0,1.0,0.0,0.0,1.0,0.0
5.0,1470000.0,15500.0,21.0,3.0,0.0,0.0,0.0,1.0,0.0
5.0,400000.0,82000.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0
5.0,2430000.0,19500.0,14.0,3.6,0.0,0.0,0.0,1.0,0.0
5.0,653000.0,55000.0,7.0,2.0,0.0,1.0,0.0,1.0,0.0
5.0,18000.0,32060.476182440983,1.0,1.6,0.0,1.0,0.0,1.0,0.0
5.0,40000.0,23623.508766009145,2.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,260000.0,37122.65663230009,2.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,0.0,36869.54760980713,0.0,1.4,0.0,0.0,0.0,1.0,0.0
5.0,1020000.0,10546.209270539797,13.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,0.0,31596.442974537233,0.0,1.4,0.0,0.0,0.0,1.0,0.0
5.0,10000.0,32060.476182440983,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5.0,1420000.0,42184.83708215919,4.0,2.8,0.0,1.0,1.0,0.0,0.0
5.0,1300000.0,11811.754383004572,12.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,470000.0,19405.025057793227,3.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,2200000.0,15439.650372070264,13.0,2.4,0.0,1.0,0.0,1.0,0.0
5.0,510000.0,34000.0,8.0,2.0,1.0,1.0,0.0,1.0,0.0
5.0,670000.0,39653.746857229635,4.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,1570000.0,39900.0,6.0,2.8,0.0,1.0,1.0,0.0,0.0
5.0,0.0,23117.290721023237,0.0,1.3,0.0,0.0,0.0,1.0,0.0
5.0,975000.0,34000.0,9.0,3.6,0.0,1.0,0.0,1.0,0.0
5.0,1300000.0,14342.844607934125,11.0,2.0,0.0,1.0,0.0,1.0,0.0
5.0,1200000.0,12655.451124647756,10.0,1.8,0.0,1.0,0.0,1.0,0.0
5.0,711000.0,14511.58395626276,7.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,1030000.0,13200.0,8.0,1.6,0.0,1.0,0.0,1.0,0.0
5.0,0.0,84000.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,960000.0,17295.783203685267,9.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,1310000.0,40000.0,8.0,2.8,0.0,1.0,1.0,0.0,0.0
5.0,1500000.0,74900.0,9.0,4.4,0.0,0.0,0.0,1.0,0.0
5.0,1200000.0,50000.0,7.0,2.0,0.0,1.0,0.0,1.0,0.0
5.0,590000.0,18561.328316150044,6.0,1.8,0.0,1.0,0.0,1.0,0.0
5.0,0.0,40456.1024585323,0.0,1.8,0.0,0.0,0.0,0.0,1.0
5.0,820000.0,15751.81816647824,8.0,2.0,1.0,0.0,0.0,1.0,0.0
5.0,1050000.0,15990.0,8.0,1.8,1.0,0.0,0.0,1.0,0.0
5.0,1000000.0,15608.3897203989,8.0,1.6,1.0,1.0,0.0,0.0,1.0
5.0,81500.0,29529.385957511433,0.0,1.6,0.0,1.0,0.0,1.0,0.0
5.0,1980000.0,18000.0,18.0,3.0,0.0,1.0,1.0,0.0,0.0
5.0,850000.0,54900.0,9.0,3.0,0.0,0.0,0.0,1.0,0.0
5.0,300000.0,16452.086462042083,5.0,1.5,1.0,0.0,0.0,1.0,0.0
5.0,1327000.0,14900.0,8.0,1.8,0.0,0.0,0.0,0.0,1.0
5.0,0.0,30288.7130249903,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5.0,1700000.0,15800.0,8.0,1.8,1.0,0.0,0.0,1.0,0.0
5.0,680000.0,28685.68921586825,4.0,1.5,0.0,0.0,0.0,1.0,0.0
5.0,129500.0,110000.0,8.0,3.6,0.0,0.0,0.0,1.0,0.0
5.0,1300000.0,16873.934832863677,9.0,1.6,0.0,1.0,0.0,1.0,0.0
3.0,0.0,37500.0,1.0,1.5,1.0,0.0,0.0,1.0,0.0
5.0,560000.0,24045.35713683074,6.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,2010000.0,10124.360899718205,13.0,2.4,0.0,1.0,0.0,1.0,0.0
5.0,97500.0,24467.20550765233,1.0,1.0,0.0,1.0,0.0,1.0,0.0
5.0,1691700.0,12500.0,12.0,2.0,1.0,0.0,0.0,1.0,0.0
5.0,670000.0,16452.086462042083,6.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,900000.0,19500.0,7.0,1.8,1.0,0.0,0.0,1.0,0.0
5.0,10000.0,35857.11151983531,0.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,960000.0,15945.868417056174,8.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,720000.0,79990.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0
5.0,5000.0,99500.0,1.0,2.8,0.0,0.0,1.0,0.0,0.0
5.0,1500000.0,12402.342102154802,8.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,0.0,28938.797394664463,0.0,1.2,0.0,0.0,0.0,1.0,0.0
5.0,1350000.0,65000.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0
5.0,0.0,21029.141285456357,0.0,1.2,0.0,0.0,0.0,1.0,0.0
5.0,380000.0,28263.840845046656,4.0,2.4,0.0,1.0,0.0,1.0,0.0
4.0,1120000.0,25732.750620117105,8.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,940000.0,28263.840845046656,3.0,2.0,0.0,1.0,0.0,1.0,0.0
5.0,0.0,39231.89848640805,1.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,500000.0,54000.0,2.0,2.8,0.0,0.0,1.0,0.0,0.0
5.0,0.0,31132.409766633482,0.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,10000.0,29964.058518806,1.0,1.2,0.0,0.0,0.0,1.0,0.0
5.0,61000.0,25732.750620117105,1.0,1.2,0.0,0.0,0.0,1.0,0.0
5.0,1278000.0,13246.038843797985,10.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,1000000.0,15178.020012486711,7.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,1605000.0,9300.0,13.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,980000.0,14764.692978755716,8.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,50000.0,37122.65663230009,1.0,1.4,0.0,0.0,0.0,1.0,0.0
5.0,1040000.0,13920.996237112533,9.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,950000.0,17886.370922835496,6.0,1.8,1.0,0.0,0.0,1.0,0.0
5.0,1025000.0,28000.0,6.0,1.6,0.0,1.0,1.0,0.0,0.0
5.0,2600000.0,14500.0,16.0,2.0,1.0,1.0,0.0,1.0,0.0
5.0,300000.0,36278.9598906569,1.0,1.4,0.0,1.0,0.0,1.0,0.0
5.0,1350000.0,11769.569545922413,11.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,1100000.0,12900.0,10.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,0.0,62000.0,0.0,1.4,0.0,0.0,0.0,1.0,0.0
5.0,0.0,37900.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0
5.0,0.0,22695.442350201643,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5.0,1970000.0,14174.105259605487,16.0,2.0,1.0,0.0,0.0,1.0,0.0
5.0,1300000.0,13600.0,12.0,2.0,1.0,0.0,0.0,1.0,0.0
5.0,0.0,54000.0,0.0,2.5,0.0,0.0,0.0,1.0,0.0
5.0,0.0,22104.854631051414,1.0,1.3,0.0,0.0,0.0,1.0,0.0
5.0,550000.0,28685.68921586825,4.0,1.5,0.0,1.0,0.0,1.0,0.0
5.0,1250000.0,31500.0,9.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,0.0,28200.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0
5.0,0.0,21936.030913048613,1.0,1.0,1.0,0.0,0.0,1.0,0.0
5.0,450000.0,16873.934832863677,6.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,1020000.0,13920.996237112533,8.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,160000.0,36700.808261478494,2.0,1.8,0.0,0.0,0.0,0.0,1.0
5.0,1360000.0,13000.0,26.0,4.0,1.0,0.0,0.0,1.0,0.0
5.0,320000.0,23200.81669844591,2.0,1.0,1.0,0.0,0.0,1.0,0.0
5.0,1450000.0,29000.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0
4.0,1290000.0,15355.280697905944,6.0,2.0,1.0,0.0,0.0,1.0,0.0
5.0,1160000.0,13667.887214619577,8.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,1050000.0,17200.0,7.0,1.6,0.0,1.0,0.0,1.0,0.0
5.0,1283000.0,25564.01127178847,8.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,980000.0,14500.0,11.0,1.8,0.0,1.0,0.0,1.0,0.0
5.0,1260000.0,14600.0,8.0,1.6,0.0,1.0,0.0,1.0,0.0
5.0,0.0,55592.86401295918,1.0,2.0,0.0,0.0,1.0,0.0,0.0
5.0,0.0,45474.41067782596,0.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,1092000.0,20500.0,7.0,1.8,1.0,0.0,0.0,1.0,0.0
5.0,0.0,35266.523800685085,1.0,1.3,0.0,0.0,0.0,1.0,0.0
5.0,0.0,25310.902249295512,0.0,1.2,0.0,0.0,0.0,1.0,0.0
5.0,740000.0,15861.498742891856,7.0,1.5,1.0,0.0,0.0,1.0,0.0
5.0,0.0,21093.177868147075,0.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,900000.0,28000.0,9.0,2.4,0.0,0.0,0.0,1.0,0.0
5.0,1050000.0,23500.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0
5.0,1440000.0,11500.0,12.0,2.0,1.0,1.0,0.0,0.0,1.0
5.0,780000.0,28685.68921586825,7.0,2.4,0.0,1.0,0.0,1.0,0.0
5.0,0.0,26154.5989909387,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5.0,495000.0,19000.0,5.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,1355000.0,15186.541349577308,9.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,1320000.0,8436.967416431839,16.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,560000.0,119000.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0
5.0,0.0,28200.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0
5.0,900000.0,18476.958641985726,7.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,0.0,37957.91640652684,0.0,1.3,0.0,0.0,0.0,1.0,0.0
5.0,320000.0,32060.476182440983,3.0,1.5,0.0,1.0,0.0,1.0,0.0
5.0,330000.0,22000.0,2.0,1.2,0.0,0.0,0.0,1.0,0.0
5.0,632000.0,23300.0,6.0,2.4,0.0,1.0,0.0,1.0,0.0
5.0,1500000.0,9702.512528896614,12.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,515000.0,31385.518789126436,3.0,1.5,0.0,0.0,0.0,1.0,0.0
5.0,667500.0,17717.63157450686,8.0,1.5,0.0,1.0,0.0,1.0,0.0
5.0,1720000.0,16000.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,658710.0,21721.81631034541,5.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,15000.0,31005.855255387003,0.0,1.4,0.0,1.0,0.0,1.0,0.0
5.0,998700.0,19514.705634206843,7.0,1.5,0.0,0.0,0.0,1.0,0.0
5.0,1980000.0,12000.0,12.0,2.0,1.0,1.0,0.0,0.0,1.0
5.0,5000.0,28601.31954170393,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5.0,20000.0,36278.9598906569,0.0,2.0,0.0,1.0,0.0,1.0,0.0
5.0,0.0,38135.09440966539,0.0,1.3,0.0,0.0,0.0,1.0,0.0
5.0,100000.0,47500.0,1.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,810000.0,20923.67919275096,5.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,1150000.0,14900.0,10.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,50000.0,39800.0,1.0,1.3,0.0,1.0,0.0,1.0,0.0
5.0,2410000.0,21900.0,15.0,3.0,0.0,0.0,1.0,0.0,0.0
5.0,1000000.0,9000.0,18.0,1.4,1.0,0.0,1.0,0.0,0.0
5.0,720000.0,20417.461147765047,7.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,0.0,27841.992474225066,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5.0,1850000.0,10039.991225553887,15.0,2.0,1.0,0.0,0.0,1.0,0.0
5.0,1300000.0,18561.328316150044,13.0,3.0,0.0,1.0,0.0,1.0,0.0
5.0,650000.0,20248.72179943641,7.0,1.6,0.0,1.0,0.0,1.0,0.0
5.0,1060000.0,12655.451124647756,12.0,2.0,1.0,0.0,0.0,1.0,0.0
5.0,2530000.0,10000.0,16.0,2.0,1.0,1.0,0.0,0.0,1.0
5.0,0.0,21936.115282722778,0.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,500000.0,38500.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0
5.0,230000.0,164900.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0
5.0,540660.0,26800.0,3.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,890000.0,42900.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,1120000.0,16900.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0
4.0,0.0,36995.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0
5.0,1360000.0,16030.238091220492,7.0,1.8,1.0,1.0,0.0,0.0,1.0
5.0,0.0,25732.66625044294,0.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,1080000.0,11000.0,12.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,1680000.0,12233.602753826164,10.0,1.6,1.0,1.0,0.0,0.0,1.0
4.0,878000.0,18139.47994532845,5.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,1170000.0,11389.90601218298,11.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,982000.0,10400.0,13.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,1320000.0,14174.105259605487,10.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,920000.0,18139.47994532845,7.0,1.2,0.0,0.0,0.0,1.0,0.0
5.0,0.0,23329.902299917318,0.0,1.2,0.0,0.0,0.0,1.0,0.0
5.0,750000.0,18561.328316150044,6.0,1.8,0.0,1.0,0.0,1.0,0.0
5.0,800000.0,17717.63157450686,5.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,680000.0,20800.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0
5.0,790000.0,19200.0,5.0,1.5,0.0,1.0,0.0,1.0,0.0
5.0,520000.0,26000.0,4.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,0.0,38641.31076725782,0.0,1.4,0.0,0.0,0.0,1.0,0.0
5.0,650000.0,26576.44736176029,4.0,2.4,0.0,1.0,0.0,1.0,0.0
5.0,2515000.0,11000.0,22.0,1.8,1.0,1.0,0.0,1.0,0.0
5.0,2480000.0,23285.186372610227,18.0,3.0,0.0,0.0,1.0,0.0,0.0
5.0,500000.0,33747.869665727354,4.0,1.8,0.0,1.0,0.0,0.0,1.0
5.0,68000.0,39500.0,1.0,1.4,0.0,1.0,0.0,1.0,0.0
5.0,800000.0,13920.996237112533,9.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,0.0,38725.68044142213,0.0,1.3,0.0,0.0,0.0,1.0,0.0
5.0,15000.0,215000.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
5.0,329000.0,110000.0,4.0,4.4,0.0,0.0,0.0,1.0,0.0
5.0,0.0,49356.25938612625,0.0,2.0,0.0,0.0,1.0,0.0,0.0
5.0,1152980.0,21851.74560855846,5.0,2.4,1.0,0.0,0.0,1.0,0.0
5.0,1400000.0,16873.934832863677,9.0,1.8,0.0,1.0,0.0,1.0,0.0
5.0,1890000.0,13920.996237112533,12.0,2.0,1.0,1.0,0.0,1.0,0.0
5.0,0.0,36700.808261478494,0.0,1.3,0.0,0.0,0.0,1.0,0.0
3.0,0.0,124500.0,0.0,3.6,0.0,0.0,0.0,1.0,0.0
5.0,762000.0,19000.0,11.0,1.6,0.0,1.0,0.0,1.0,0.0
5.0,800000.0,23623.508766009145,5.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,1640000.0,18000.0,12.0,2.4,0.0,0.0,0.0,1.0,0.0
5.0,0.0,25732.708435280023,0.0,1.2,0.0,0.0,0.0,1.0,0.0
5.0,5000.0,7500.0,0.0,1.3,1.0,0.0,0.0,1.0,0.0
5.0,820000.0,19300.0,6.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,2300000.0,7508.901000624335,15.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,890000.0,18561.328316150044,8.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,1010000.0,28263.840845046656,4.0,2.4,0.0,0.0,0.0,1.0,0.0
5.0,840000.0,9702.512528896614,12.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,1750000.0,23000.0,11.0,2.4,0.0,1.0,0.0,1.0,0.0
5.0,510000.0,82900.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0
5.0,2226200.0,34500.0,14.0,4.0,0.0,0.0,1.0,0.0,0.0
5.0,2300000.0,9280.664158075022,13.0,2.4,0.0,0.0,0.0,1.0,0.0
5.0,990000.0,18814.437338642998,7.0,1.5,1.0,0.0,0.0,1.0,0.0
5.0,1985000.0,15500.0,12.0,2.4,0.0,0.0,0.0,1.0,0.0
5.0,0.0,26500.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0
5.0,920000.0,39000.0,5.0,1.4,0.0,1.0,0.0,1.0,0.0
5.0,1518000.0,21000.0,7.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,0.0,33747.78529605319,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5.0,2540000.0,15608.3897203989,14.0,2.4,0.0,0.0,0.0,0.0,1.0
5.0,640000.0,15945.868417056174,6.0,1.5,1.0,0.0,0.0,1.0,0.0
4.0,266740.0,20164.352125272093,3.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,650000.0,15599.952752982468,8.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,860000.0,18139.47994532845,6.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,780000.0,28685.604846194085,4.0,1.4,0.0,0.0,0.0,1.0,0.0
5.0,1140000.0,15000.0,10.0,1.8,0.0,1.0,0.0,1.0,0.0
5.0,0.0,32900.0,1.0,1.5,0.0,0.0,0.0,1.0,0.0
5.0,0.0,39569.37718306532,0.0,1.3,0.0,0.0,0.0,1.0,0.0
5.0,960000.0,13500.0,11.0,1.8,1.0,0.0,0.0,1.0,0.0
5.0,2050000.0,16000.0,16.0,3.7,0.0,1.0,0.0,1.0,0.0
4.0,0.0,125000.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,600000.0,18983.176686971634,7.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,960000.0,19700.0,7.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,0.0,20712.586267991832,0.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,1650000.0,9786.882203060932,17.0,2.0,1.0,0.0,0.0,1.0,0.0
5.0,0.0,48000.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,2000000.0,10000.0,20.0,2.0,1.0,1.0,0.0,1.0,0.0
5.0,1295970.0,11800.0,12.0,2.4,0.0,0.0,0.0,1.0,0.0
5.0,70000.0,24889.053878473922,1.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,970000.0,15000.0,9.0,1.8,1.0,0.0,0.0,1.0,0.0
5.0,500000.0,18500.0,7.0,1.8,1.0,1.0,0.0,1.0,0.0
5.0,990910.0,14800.0,12.0,2.4,0.0,0.0,0.0,1.0,0.0
5.0,860000.0,19800.0,7.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,0.0,38725.68044142213,1.0,1.4,0.0,0.0,0.0,1.0,0.0
5.0,1500000.0,14595.953630427079,9.0,1.6,1.0,0.0,0.0,1.0,0.0
4.0,1200000.0,50000.0,17.0,3.0,0.0,1.0,0.0,1.0,0.0
5.0,0.0,33097.886539662184,0.0,1.3,0.0,0.0,0.0,1.0,0.0
5.0,1010000.0,19826.873428614817,9.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,730000.0,17800.0,5.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,0.0,42985.0,0.0,1.8,0.0,0.0,0.0,0.0,1.0
5.0,715000.0,79500.0,7.0,6.4,0.0,0.0,0.0,1.0,0.0
5.0,1410000.0,24000.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,1130000.0,20500.0,12.0,2.0,1.0,1.0,0.0,1.0,0.0
5.0,1070000.0,12571.081450483438,9.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,10000.0,25268.717412213355,1.0,1.0,0.0,1.0,0.0,1.0,0.0
5.0,0.0,36278.9598906569,0.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,0.0,60315.880060071206,1.0,2.8,0.0,0.0,1.0,0.0,0.0
5.0,1100000.0,18500.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,0.0,37881.98369977895,1.0,1.3,0.0,0.0,0.0,1.0,0.0
5.0,309000.0,26998.295732581882,4.0,1.8,0.0,1.0,0.0,1.0,0.0
5.0,799990.0,24214.096485159374,5.0,2.4,0.0,1.0,0.0,1.0,0.0
5.0,430000.0,31900.0,3.0,2.4,0.0,0.0,0.0,1.0,0.0
5.0,0.0,36700.808261478494,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5.0,1140000.0,54000.0,8.0,3.0,0.0,0.0,0.0,1.0,0.0
5.0,1490000.0,15017.80200124867,7.0,2.0,1.0,1.0,0.0,1.0,0.0
5.0,0.0,27799.807637142905,0.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,1150000.0,8428.530449015407,14.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,1100000.0,23800.0,8.0,2.0,0.0,1.0,0.0,1.0,0.0
5.0,1480000.0,14342.843764237383,9.0,1.8,1.0,1.0,0.0,1.0,0.0
5.0,750000.0,16030.238091220492,7.0,1.5,1.0,1.0,0.0,1.0,0.0
5.0,1470000.0,13500.0,10.0,2.0,1.0,0.0,0.0,1.0,0.0
5.0,480000.0,29000.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0
5.0,0.0,30204.258981151816,0.0,1.2,0.0,0.0,0.0,1.0,0.0
5.0,980000.0,24382.83583348801,4.0,1.0,0.0,0.0,0.0,1.0,0.0
5.0,750000.0,25310.902249295512,4.0,1.8,0.0,1.0,0.0,1.0,0.0
5.0,440000.0,19900.0,7.0,1.6,0.0,0.0,0.0,1.0,0.0
5.0,847410.0,22779.81202436596,5.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,0.0,29107.53758668984,0.0,1.3,0.0,0.0,0.0,1.0,0.0
5.0,0.0,29445.016283347115,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5.0,780000.0,14258.474933769807,9.0,1.6,1.0,0.0,0.0,1.0,0.0
5.0,690000.0,26913.92605841756,2.0,1.3,0.0,0.0,0.0,1.0,0.0
5.0,506000.0,53000.0,6.0,2.0,0.0,1.0,0.0,1.0,0.0
5.0,670000.0,18700.0,7.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,1850000.0,15000.0,13.0,2.0,1.0,1.0,0.0,1.0,0.0
5.0,10000.0,30794.931069976206,1.0,1.2,0.0,0.0,0.0,1.0,0.0
5.0,1045000.0,14764.692978755716,7.0,1.6,1.0,1.0,0.0,1.0,0.0
5.0,750000.0,24500.0,6.0,2.4,0.0,0.0,0.0,1.0,0.0
5.0,1120000.0,14900.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0
5.0,0.0,41847.35838550192,0.0,1.8,0.0,0.0,0.0,1.0,0.0
5.0,420000.0,24467.20550765233,2.0,1.2,0.0,0.0,0.0,1.0,0.0
5.0,67410.0,44000.0,1.0,1.8,0.0,0.0,0.0,0.0,1.0
5.0,11110.0,30288.7130249903,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5.0,730000.0,19319.811686887264,7.0,2.0,1.0,0.0,0.0,1.0,0.0
5.0,1600000.0,12900.0,13.0,2.5,1.0,1.0,0.0,1.0,0.0
